time,rel_time(sec),velocity(c/s)
2019-05-23T02:03:28.000000,208.0,149.33694458007812
2019-05-23T02:03:29.000000,209.0,277.3417663574219
2019-05-23T02:03:30.000000,210.0,75.3465805053711
2019-05-23T02:03:31.000000,211.0,80.35140228271484
2019-05-23T02:03:32.000000,212.0,96.35621643066406
2019-05-23T02:03:33.000000,213.0,69.36103820800781
2019-05-23T02:03:34.000000,214.0,238.3658447265625
2019-05-23T02:03:35.000000,215.0,44.37067794799805
2019-05-23T02:03:36.000000,216.0,50.37549591064453
2019-05-23T02:03:37.000000,217.0,99.38031768798828
2019-05-23T02:03:38.000000,218.0,116.3851318359375
2019-05-23T02:03:39.000000,219.0,227.38995361328125
2019-05-23T02:03:40.000000,220.0,64.394775390625
2019-05-23T02:03:41.000000,221.0,61.39959716796875
2019-05-23T02:03:42.000000,222.0,62.40441131591797
2019-05-23T02:03:43.000000,223.0,153.40924072265625
2019-05-23T02:03:44.000000,224.0,237.4140625
2019-05-23T02:03:45.000000,225.0,113.41886901855467
2019-05-23T02:03:46.000000,226.0,163.4237060546875
2019-05-23T02:03:47.000000,227.0,79.42851257324219
2019-05-23T02:03:48.000000,228.0,173.43331909179688
2019-05-23T02:03:49.000000,229.0,271.43817138671875
2019-05-23T02:03:50.000000,230.0,103.4429702758789
2019-05-23T02:03:51.000000,231.0,184.44778442382807
2019-05-23T02:03:52.000000,232.0,113.45260620117188
2019-05-23T02:03:53.000000,233.0,92.45742797851562
2019-05-23T02:03:54.000000,234.0,208.46224975585935
2019-05-23T02:03:55.000000,235.0,114.4670639038086
2019-05-23T02:03:56.000000,236.0,83.47188568115234
2019-05-23T02:03:57.000000,237.0,87.4767074584961
2019-05-23T02:03:58.000000,238.0,161.48153686523438
2019-05-23T02:03:59.000000,239.0,113.48634338378906
2019-05-23T02:04:00.000000,240.0,-25.508834838867188
2019-05-23T02:04:01.000000,241.0,93.49598693847656
2019-05-23T02:04:02.000000,242.0,181.50079345703125
2019-05-23T02:04:03.000000,243.0,126.50562286376952
2019-05-23T02:04:04.000000,244.0,150.51043701171875
2019-05-23T02:04:05.000000,245.0,204.5152587890625
2019-05-23T02:04:06.000000,246.0,194.52008056640625
2019-05-23T02:04:07.000000,247.0,206.52490234375
2019-05-23T02:04:08.000000,248.0,233.52972412109372
2019-05-23T02:04:09.000000,249.0,215.5345458984375
2019-05-23T02:04:10.000000,250.0,143.53936767578125
2019-05-23T02:04:11.000000,251.0,97.54418182373048
2019-05-23T02:04:12.000000,252.0,213.54901123046875
2019-05-23T02:04:13.000000,253.0,238.5538330078125
2019-05-23T02:04:14.000000,254.0,78.55863952636719
2019-05-23T02:04:15.000000,255.0,112.5634536743164
2019-05-23T02:04:16.000000,256.0,115.56827545166016
2019-05-23T02:04:17.000000,257.0,-17.426902770996094
2019-05-23T02:04:18.000000,258.0,120.57791900634766
2019-05-23T02:04:19.000000,259.0,128.58273315429688
2019-05-23T02:04:20.000000,260.0,5.587554931640625
2019-05-23T02:04:21.000000,261.0,121.59236907958984
2019-05-23T02:04:22.000000,262.0,179.59719848632812
2019-05-23T02:04:23.000000,263.0,185.60202026367188
2019-05-23T02:04:24.000000,264.0,87.6068344116211
2019-05-23T02:04:25.000000,265.0,52.61165237426758
2019-05-23T02:04:26.000000,266.0,141.61648559570312
2019-05-23T02:04:27.000000,267.0,148.62127685546875
2019-05-23T02:04:28.000000,268.0,241.6260986328125
2019-05-23T02:04:29.000000,269.0,153.63092041015625
2019-05-23T02:04:30.000000,270.0,30.63574981689453
2019-05-23T02:04:31.000000,271.0,120.64057159423828
2019-05-23T02:04:32.000000,272.0,152.6453857421875
2019-05-23T02:04:33.000000,273.0,216.65020751953125
2019-05-23T02:04:34.000000,274.0,146.655029296875
2019-05-23T02:04:35.000000,275.0,34.659847259521484
2019-05-23T02:04:36.000000,276.0,150.6646728515625
2019-05-23T02:04:37.000000,277.0,68.66948699951172
2019-05-23T02:04:38.000000,278.0,131.67431640625
2019-05-23T02:04:39.000000,279.0,196.67913818359372
2019-05-23T02:04:40.000000,280.0,-30.31605529785156
2019-05-23T02:04:41.000000,281.0,132.68875122070312
2019-05-23T02:04:42.000000,282.0,185.69357299804688
2019-05-23T02:04:43.000000,283.0,134.69839477539062
2019-05-23T02:04:44.000000,284.0,133.70321655273438
2019-05-23T02:04:45.000000,285.0,44.70804214477539
2019-05-23T02:04:46.000000,286.0,193.71286010742188
2019-05-23T02:04:47.000000,287.0,178.71768188476562
2019-05-23T02:04:48.000000,288.0,187.72250366210935
2019-05-23T02:04:49.000000,289.0,204.72732543945312
2019-05-23T02:04:50.000000,290.0,172.73214721679688
2019-05-23T02:04:51.000000,291.0,199.73696899414065
2019-05-23T02:04:52.000000,292.0,91.74178314208984
2019-05-23T02:04:53.000000,293.0,199.74661254882807
2019-05-23T02:04:54.000000,294.0,136.75140380859375
2019-05-23T02:04:55.000000,295.0,57.75624084472656
2019-05-23T02:04:56.000000,296.0,187.76104736328125
2019-05-23T02:04:57.000000,297.0,99.76587677001952
2019-05-23T02:04:58.000000,298.0,65.77069854736328
2019-05-23T02:04:59.000000,299.0,45.775516510009766
2019-05-23T02:05:00.000000,300.0,159.78033447265625
2019-05-23T02:05:01.000000,301.0,127.78514862060548
2019-05-23T02:05:02.000000,302.0,35.789974212646484
2019-05-23T02:05:03.000000,303.0,215.7947998046875
2019-05-23T02:05:04.000000,304.0,82.79961395263672
2019-05-23T02:05:05.000000,305.0,125.80443572998048
2019-05-23T02:05:06.000000,306.0,197.80926513671875
2019-05-23T02:05:07.000000,307.0,138.8140869140625
2019-05-23T02:05:08.000000,308.0,271.81890869140625
2019-05-23T02:05:09.000000,309.0,86.8237075805664
2019-05-23T02:05:10.000000,310.0,75.82852935791016
2019-05-23T02:05:11.000000,311.0,145.83334350585938
2019-05-23T02:05:12.000000,312.0,62.838172912597656
2019-05-23T02:05:13.000000,313.0,155.84298706054688
2019-05-23T02:05:14.000000,314.0,39.84780883789063
2019-05-23T02:05:15.000000,315.0,-63.14737319946289
2019-05-23T02:05:16.000000,316.0,76.8574447631836
2019-05-23T02:05:17.000000,317.0,221.86227416992188
2019-05-23T02:05:18.000000,318.0,127.8670883178711
2019-05-23T02:05:19.000000,319.0,6.871906280517578
2019-05-23T02:05:20.000000,320.0,119.8767318725586
2019-05-23T02:05:21.000000,321.0,57.88154602050781
2019-05-23T02:05:22.000000,322.0,40.8863639831543
2019-05-23T02:05:23.000000,323.0,110.89118194580078
2019-05-23T02:05:24.000000,324.0,5.896003723144531
2019-05-23T02:05:25.000000,325.0,49.900821685791016
2019-05-23T02:05:26.000000,326.0,151.9056396484375
2019-05-23T02:05:27.000000,327.0,164.91046142578125
2019-05-23T02:05:28.000000,328.0,71.915283203125
2019-05-23T02:05:29.000000,329.0,26.920101165771484
2019-05-23T02:05:30.000000,330.0,75.92491912841797
2019-05-23T02:05:31.000000,331.0,68.92974090576172
2019-05-23T02:05:32.000000,332.0,89.93456268310547
2019-05-23T02:05:33.000000,333.0,36.93938064575195
2019-05-23T02:05:34.000000,334.0,63.94419860839844
2019-05-23T02:05:35.000000,335.0,108.9490203857422
2019-05-23T02:05:36.000000,336.0,119.9538345336914
2019-05-23T02:05:37.000000,337.0,156.95864868164062
2019-05-23T02:05:38.000000,338.0,28.963478088378903
2019-05-23T02:05:39.000000,339.0,5.968296051025391
2019-05-23T02:05:40.000000,340.0,79.97311401367188
2019-05-23T02:05:41.000000,341.0,193.9779357910156
2019-05-23T02:05:42.000000,342.0,155.98275756835938
2019-05-23T02:05:43.000000,343.0,15.987573623657228
2019-05-23T02:05:44.000000,344.0,80.99239349365234
2019-05-23T02:05:45.000000,345.0,82.9972152709961
2019-05-23T02:05:46.000000,346.0,103.00202941894533
2019-05-23T02:05:47.000000,347.0,109.00685119628906
2019-05-23T02:05:48.000000,348.0,157.01165771484375
2019-05-23T02:05:49.000000,349.0,191.0164794921875
2019-05-23T02:05:50.000000,350.0,112.02130889892578
2019-05-23T02:05:51.000000,351.0,169.026123046875
2019-05-23T02:05:52.000000,352.0,99.03095245361328
2019-05-23T02:05:53.000000,353.0,27.03577041625977
2019-05-23T02:05:54.000000,354.0,52.04058837890625
2019-05-23T02:05:55.000000,355.0,143.04541015625
2019-05-23T02:05:56.000000,356.0,176.05023193359375
2019-05-23T02:05:57.000000,357.0,26.05504608154297
2019-05-23T02:05:58.000000,358.0,36.05986785888672
2019-05-23T02:05:59.000000,359.0,15.064685821533203
2019-05-23T02:06:00.000000,360.0,62.06950378417969
2019-05-23T02:06:01.000000,361.0,144.0743408203125
2019-05-23T02:06:02.000000,362.0,68.07914733886719
2019-05-23T02:06:03.000000,363.0,77.0839614868164
2019-05-23T02:06:04.000000,364.0,48.08878326416016
2019-05-23T02:06:05.000000,365.0,160.09359741210938
2019-05-23T02:06:06.000000,366.0,156.09841918945312
2019-05-23T02:06:07.000000,367.0,54.10324096679688
2019-05-23T02:06:08.000000,368.0,148.10806274414062
2019-05-23T02:06:09.000000,369.0,14.112882614135742
2019-05-23T02:06:10.000000,370.0,87.1176986694336
2019-05-23T02:06:11.000000,371.0,150.12252807617188
2019-05-23T02:06:12.000000,372.0,13.12734031677246
2019-05-23T02:06:13.000000,373.0,136.13217163085938
2019-05-23T02:06:14.000000,374.0,38.13697814941406
2019-05-23T02:06:15.000000,375.0,90.1417999267578
2019-05-23T02:06:16.000000,376.0,136.1466064453125
2019-05-23T02:06:17.000000,377.0,-56.84856033325195
2019-05-23T02:06:18.000000,378.0,106.15625762939452
2019-05-23T02:06:19.000000,379.0,154.16107177734375
2019-05-23T02:06:20.000000,380.0,71.1658935546875
2019-05-23T02:06:21.000000,381.0,88.17071533203125
2019-05-23T02:06:22.000000,382.0,121.17552947998048
2019-05-23T02:06:23.000000,383.0,93.18035125732422
2019-05-23T02:06:24.000000,384.0,66.18517303466797
2019-05-23T02:06:25.000000,385.0,187.19000244140625
2019-05-23T02:06:26.000000,386.0,65.19481658935547
2019-05-23T02:06:27.000000,387.0,92.19963073730467
2019-05-23T02:06:28.000000,388.0,254.2044677734375
2019-05-23T02:06:29.000000,389.0,111.2092742919922
2019-05-23T02:06:30.000000,390.0,220.21408081054688
2019-05-23T02:06:31.000000,391.0,193.21890258789065
2019-05-23T02:06:32.000000,392.0,0.2237300872802734
2019-05-23T02:06:33.000000,393.0,124.22855377197266
2019-05-23T02:06:34.000000,394.0,106.23336791992188
2019-05-23T02:06:35.000000,395.0,126.2381820678711
2019-05-23T02:06:36.000000,396.0,210.24301147460935
2019-05-23T02:06:37.000000,397.0,35.24782943725586
2019-05-23T02:06:38.000000,398.0,40.25264739990234
2019-05-23T02:06:39.000000,399.0,160.25747680664062
2019-05-23T02:06:40.000000,400.0,47.26228713989258
2019-05-23T02:06:41.000000,401.0,7.267106056213379
2019-05-23T02:06:42.000000,402.0,116.2719268798828
2019-05-23T02:06:43.000000,403.0,129.2767333984375
2019-05-23T02:06:44.000000,404.0,58.28156280517578
2019-05-23T02:06:45.000000,405.0,109.28638458251952
2019-05-23T02:06:46.000000,406.0,148.29119873046875
2019-05-23T02:06:47.000000,407.0,161.2960205078125
2019-05-23T02:06:48.000000,408.0,300.30084228515625
2019-05-23T02:06:49.000000,409.0,314.3056640625
2019-05-23T02:06:50.000000,410.0,227.31048583984372
2019-05-23T02:06:51.000000,411.0,188.3153076171875
2019-05-23T02:06:52.000000,412.0,208.32012939453125
2019-05-23T02:06:53.000000,413.0,244.324951171875
2019-05-23T02:06:54.000000,414.0,217.32977294921875
2019-05-23T02:06:55.000000,415.0,173.33456420898438
2019-05-23T02:06:56.000000,416.0,107.3394012451172
2019-05-23T02:06:57.000000,417.0,62.344215393066406
2019-05-23T02:06:58.000000,418.0,34.34903717041016
2019-05-23T02:06:59.000000,419.0,76.3538589477539
2019-05-23T02:07:00.000000,420.0,115.35867309570312
2019-05-23T02:07:01.000000,421.0,108.36349487304688
2019-05-23T02:07:02.000000,422.0,230.36831665039065
2019-05-23T02:07:03.000000,423.0,196.3731384277344
2019-05-23T02:07:04.000000,424.0,107.3779525756836
2019-05-23T02:07:05.000000,425.0,147.38278198242188
2019-05-23T02:07:06.000000,426.0,118.3875961303711
2019-05-23T02:07:07.000000,427.0,199.39242553710935
2019-05-23T02:07:08.000000,428.0,212.39724731445312
2019-05-23T02:07:09.000000,429.0,134.40203857421875
2019-05-23T02:07:10.000000,430.0,105.40687561035156
2019-05-23T02:07:11.000000,431.0,129.41168212890625
2019-05-23T02:07:12.000000,432.0,270.41650390625
2019-05-23T02:07:13.000000,433.0,125.42133331298828
2019-05-23T02:07:14.000000,434.0,75.4261474609375
2019-05-23T02:07:15.000000,435.0,207.43096923828125
2019-05-23T02:07:16.000000,436.0,168.435791015625
2019-05-23T02:07:17.000000,437.0,250.44061279296875
2019-05-23T02:07:18.000000,438.0,108.44542694091795
2019-05-23T02:07:19.000000,439.0,67.45024871826172
2019-05-23T02:07:20.000000,440.0,193.455078125
2019-05-23T02:07:21.000000,441.0,61.45988464355469
2019-05-23T02:07:22.000000,442.0,255.4647216796875
2019-05-23T02:07:23.000000,443.0,324.46954345703125
2019-05-23T02:07:24.000000,444.0,125.4743423461914
2019-05-23T02:07:25.000000,445.0,171.47915649414062
2019-05-23T02:07:26.000000,446.0,178.48397827148438
2019-05-23T02:07:27.000000,447.0,213.48880004882807
2019-05-23T02:07:28.000000,448.0,202.49362182617188
2019-05-23T02:07:29.000000,449.0,209.4984436035156
2019-05-23T02:07:30.000000,450.0,248.50326538085935
2019-05-23T02:07:31.000000,451.0,192.50808715820312
2019-05-23T02:07:32.000000,452.0,311.5129089355469
2019-05-23T02:07:33.000000,453.0,259.5177307128906
2019-05-23T02:07:34.000000,454.0,174.52255249023438
2019-05-23T02:07:35.000000,455.0,213.52737426757807
2019-05-23T02:07:36.000000,456.0,168.53216552734375
2019-05-23T02:07:37.000000,457.0,235.5369873046875
2019-05-23T02:07:38.000000,458.0,180.54180908203125
2019-05-23T02:07:39.000000,459.0,194.546630859375
2019-05-23T02:07:40.000000,460.0,154.55145263671875
2019-05-23T02:07:41.000000,461.0,80.5562744140625
2019-05-23T02:07:42.000000,462.0,340.56109619140625
2019-05-23T02:07:43.000000,463.0,288.56591796875
2019-05-23T02:07:44.000000,464.0,160.57073974609375
2019-05-23T02:07:45.000000,465.0,174.5755615234375
2019-05-23T02:07:46.000000,466.0,206.58038330078125
2019-05-23T02:07:47.000000,467.0,279.585205078125
2019-05-23T02:07:48.000000,468.0,232.59002685546875
2019-05-23T02:07:49.000000,469.0,305.5948486328125
2019-05-23T02:07:50.000000,470.0,212.59963989257807
2019-05-23T02:07:51.000000,471.0,202.60446166992188
2019-05-23T02:07:52.000000,472.0,368.60931396484375
2019-05-23T02:07:53.000000,473.0,236.61410522460935
2019-05-23T02:07:54.000000,474.0,207.61892700195312
2019-05-23T02:07:55.000000,475.0,189.62374877929688
2019-05-23T02:07:56.000000,476.0,148.62857055664062
2019-05-23T02:07:57.000000,477.0,275.6333923339844
2019-05-23T02:07:58.000000,478.0,284.6382141113281
2019-05-23T02:07:59.000000,479.0,239.64303588867188
2019-05-23T02:08:00.000000,480.0,259.6478576660156
2019-05-23T02:08:01.000000,481.0,236.65267944335935
2019-05-23T02:08:02.000000,482.0,261.6575012207031
2019-05-23T02:08:03.000000,483.0,258.6623229980469
2019-05-23T02:08:04.000000,484.0,182.6671142578125
2019-05-23T02:08:05.000000,485.0,266.6719665527344
2019-05-23T02:08:06.000000,486.0,280.6767578125
2019-05-23T02:08:07.000000,487.0,225.68157958984372
2019-05-23T02:08:08.000000,488.0,219.6864013671875
2019-05-23T02:08:09.000000,489.0,239.69122314453125
2019-05-23T02:08:10.000000,490.0,320.696044921875
2019-05-23T02:08:11.000000,491.0,263.70086669921875
2019-05-23T02:08:12.000000,492.0,272.7056884765625
2019-05-23T02:08:13.000000,493.0,261.71051025390625
2019-05-23T02:08:14.000000,494.0,223.71533203125
2019-05-23T02:08:15.000000,495.0,247.72015380859372
2019-05-23T02:08:16.000000,496.0,158.72494506835938
2019-05-23T02:08:17.000000,497.0,252.72979736328125
2019-05-23T02:08:18.000000,498.0,281.734619140625
